trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
29,False,"{'a': 0.05, 'e': 0.4843245689553624}",20,0,-9.300165575279252,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
30,False,"{'a': 0.05, 'e': 0.4723665527410147}",30,0,21.287728516621474,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
31,False,"{'a': 0.05, 'e': 0.4607037809989658}",20,4,30.895350619106072,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,False,"{'a': 0.05, 'e': 0.44932896411722156}",25,13,-5.2507972444423725,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
33,False,"{'a': 0.05, 'e': 0.4382349924649492}",20,0,-118.82518090481827,"{0: 14, 1: 1, 2: 1, 3: 2, 4: 2}",0
34,False,"{'a': 0.05, 'e': 0.42741493194872665}",30,0,-122.28494328142514,"{0: 22, 1: 2, 2: 2, 3: 2, 4: 2}",0
35,False,"{'a': 0.05, 'e': 0.4168620196785084}",25,0,-46.17914690409077,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
36,False,"{'a': 0.05, 'e': 0.4065696597405991}",25,0,-51.51124471972755,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
37,False,"{'a': 0.05, 'e': 0.39653141907499284}",20,9,-65.52598846577335,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 1}",1
38,False,"{'a': 0.05, 'e': 0.3867410234545012}",30,0,24.17393054303333,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
39,False,"{'a': 0.05, 'e': 0.3771923535631569}",20,1,6.597483040000796,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
40,False,"{'a': 0.05, 'e': 0.36787944117144233}",30,0,-9.785439642458995,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
41,False,"{'a': 0.05, 'e': 0.35879646540595156}",20,2,19.257233976725743,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
42,False,"{'a': 0.05, 'e': 0.3499377491111553}",20,0,-18.952844825440387,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
43,False,"{'a': 0.05, 'e': 0.3412977553009937}",35,0,-72.1494306209695,"{0: 30, 1: 0, 2: 2, 3: 1, 4: 2}",0
44,False,"{'a': 0.05, 'e': 0.33287108369807955}",20,0,-96.07097031866412,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
45,False,"{'a': 0.05, 'e': 0.32465246735834974}",25,2,-46.97678373967538,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 1}",1
46,False,"{'a': 0.05, 'e': 0.31663676937905316}",25,0,0.16045631095818713,"{0: 22, 1: 2, 2: 0, 3: 1, 4: 0}",0
47,False,"{'a': 0.05, 'e': 0.30881897968801986}",20,13,-28.059630666725266,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
48,False,"{'a': 0.05, 'e': 0.301194211912202}",20,7,-22.144986174398213,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
49,False,"{'a': 0.05, 'e': 0.29375770032353277}",30,0,21.08118409294778,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
50,False,"{'a': 0.05, 'e': 0.2865047968601901}",20,2,-7.63795842875942,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
51,False,"{'a': 0.05, 'e': 0.2794309682214073}",20,4,-104.4740776767751,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 2}",1
52,False,"{'a': 0.05, 'e': 0.2725317930340126}",35,0,-66.68446501170388,"{0: 30, 1: 1, 2: 1, 3: 1, 4: 2}",1
53,False,"{'a': 0.05, 'e': 0.26580295908892654}",30,5,-61.37446474581401,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",1
54,False,"{'a': 0.05, 'e': 0.2592402606458915}",20,14,11.233283458958063,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
55,False,"{'a': 0.05, 'e': 0.25283959580474646}",25,7,9.372318098840148,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
56,False,"{'a': 0.05, 'e': 0.24659696394160643}",20,0,-35.07897840465152,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
57,False,"{'a': 0.05, 'e': 0.24050846320834213}",25,0,-12.511317939513653,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
58,False,"{'a': 0.05, 'e': 0.23457028809379762}",20,14,11.488969418453653,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,False,"{'a': 0.05, 'e': 0.22877872704522242}",25,2,-27.095717769875538,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 1}",1
60,False,"{'a': 0.05, 'e': 0.22313016014842982}",20,11,16.57161786180368,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
61,False,"{'a': 0.05, 'e': 0.21762105686523284}",20,10,14.150409239184295,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,False,"{'a': 0.05, 'e': 0.21224797382674304}",25,0,31.223364836428683,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
63,False,"{'a': 0.05, 'e': 0.2070075526811526}",30,1,-20.996468437370243,"{0: 26, 1: 0, 2: 2, 3: 0, 4: 1}",1
64,False,"{'a': 0.05, 'e': 0.20189651799465538}",20,3,-21.39381252946078,"{0: 14, 1: 1, 2: 0, 3: 2, 4: 0}",1
65,False,"{'a': 0.05, 'e': 0.19691167520419406}",20,9,19.102868226605672,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
66,False,"{'a': 0.05, 'e': 0.19204990862075408}",35,13,-20.380805809635607,"{0: 19, 1: 2, 2: 0, 3: 0, 4: 1}",1
67,False,"{'a': 0.05, 'e': 0.18730817948195702}",30,17,8.325992340147623,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
68,False,"{'a': 0.05, 'e': 0.1826835240527346}",30,0,28.762928932920197,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
69,False,"{'a': 0.05, 'e': 0.1781730517728984}",20,15,7.35143447034226,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
70,False,"{'a': 0.05, 'e': 0.17377394345044514}",25,0,30.682690255445635,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
71,False,"{'a': 0.05, 'e': 0.16948344949947006}",20,8,10.274312686080131,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
72,False,"{'a': 0.05, 'e': 0.16529888822158653}",25,12,7.609869525510392,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
73,False,"{'a': 0.05, 'e': 0.16121764412977674}",30,8,26.181614103040587,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
74,False,"{'a': 0.05, 'e': 0.1572371663136276}",25,12,-34.36332945703344,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
75,False,"{'a': 0.05, 'e': 0.15335496684492847}",25,14,22.198989768136226,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,False,"{'a': 0.05, 'e': 0.14956861922263504}",35,27,13.236282491173494,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
77,False,"{'a': 0.05, 'e': 0.14587575685622736}",20,6,25.267545485123943,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,False,"{'a': 0.05, 'e': 0.14227407158651353}",25,0,30.3629502411153,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
79,False,"{'a': 0.05, 'e': 0.13876131224295524}",25,0,-22.130093507447743,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",1
80,False,"{'a': 0.05, 'e': 0.1353352832366127}",20,11,14.878887205022783,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
81,False,"{'a': 0.05, 'e': 0.13199384318783022}",20,6,6.819253063955125,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
82,False,"{'a': 0.05, 'e': 0.12873490358780418}",25,9,6.556758896522381,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
83,False,"{'a': 0.05, 'e': 0.1255564274931972}",20,16,6.989956155969176,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
84,False,"{'a': 0.05, 'e': 0.1224564282529819}",30,11,-9.54654485176971,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
85,False,"{'a': 0.05, 'e': 0.11943296826671962}",20,11,4.99046539261045,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
86,False,"{'a': 0.05, 'e': 0.11648415777349697}",25,2,32.907421948857476,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,False,"{'a': 0.05, 'e': 0.11360815367076371}",25,8,15.487784518247667,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
88,False,"{'a': 0.05, 'e': 0.11080315836233387}",30,3,20.616618008435413,"{0: 26, 1: 0, 2: 0, 3: 1, 4: 0}",1
89,False,"{'a': 0.05, 'e': 0.10806741863482926}",20,6,19.890010466610796,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
90,False,"{'a': 0.05, 'e': 0.10539922456186433}",20,7,6.972778555548157,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
91,False,"{'a': 0.05, 'e': 0.1027969084352864}",30,0,20.76465318210253,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
92,False,"{'a': 0.05, 'e': 0.1002588437228037}",25,0,35.266204403848306,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
93,False,"{'a': 0.05, 'e': 0.09778344405135005}",25,0,26.771742090695533,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
94,False,"{'a': 0.05, 'e': 0.09536916221554961}",20,15,7.391537915519917,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
95,False,"{'a': 0.05, 'e': 0.09301448921066349}",20,8,20.893399759002733,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
96,False,"{'a': 0.05, 'e': 0.09071795328941247}",20,2,17.113976685965564,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
97,False,"{'a': 0.05, 'e': 0.08847811904208727}",20,12,-10.694325077593799,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
98,False,"{'a': 0.05, 'e': 0.0862935864993705}",20,0,-14.148503169154555,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
99,False,"{'a': 0.05, 'e': 0.08416299025731036}",20,6,13.375179598023001,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
100,False,"{'a': 0.05, 'e': 0.0820849986238988}",20,0,20.33135789432258,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
101,False,"{'a': 0.05, 'e': 0.08005831278672051}",25,0,-2.3950055753131045,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",1
102,False,"{'a': 0.05, 'e': 0.07808166600115313}",35,7,29.329651486251404,"{0: 27, 1: 0, 2: 0, 3: 1, 4: 0}",1
103,False,"{'a': 0.05, 'e': 0.07615382279861033}",20,4,21.399685974876967,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
104,False,"{'a': 0.05, 'e': 0.07427357821433388}",25,5,20.138727937214192,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
105,False,"{'a': 0.05, 'e': 0.07243975703425146}",25,8,28.107717865059186,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
106,False,"{'a': 0.05, 'e': 0.07065121306042957}",20,8,16.933097574142696,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
107,False,"{'a': 0.05, 'e': 0.06890682839466256}",20,4,20.849036321490452,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.05, 'e': 0.06720551273974976}",20,4,21.079595703527538,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
109,False,"{'a': 0.05, 'e': 0.06554620271802433}",25,14,20.700796942220556,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
110,False,"{'a': 0.05, 'e': 0.06392786120670757}",25,0,36.50416923523646,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
111,False,"{'a': 0.05, 'e': 0.0623494766896734}",20,16,9.450173305763194,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
112,False,"{'a': 0.05, 'e': 0.06081006262521795}",35,10,38.98594548876221,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.05, 'e': 0.05930865682943872}",25,16,17.428469299316152,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
114,False,"{'a': 0.05, 'e': 0.057844320874838456}",20,10,19.812426644416472,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
115,False,"{'a': 0.05, 'e': 0.05641613950377735}",35,25,17.353635247655085,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.05, 'e': 0.05502322005640721}",25,12,22.219404806315065,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.05, 'e': 0.05366469191273011}",25,0,27.966077588426074,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
118,False,"{'a': 0.05, 'e': 0.05233970594843238}",25,4,9.407970732083136,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
119,False,"{'a': 0.05, 'e': 0.051047434004154395}",25,11,26.67705457313652,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
120,False,"{'a': 0.05, 'e': 0.049787068367863944}",35,18,30.935447388002103,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.05, 'e': 0.048557821270009946}",20,3,31.67652640659929,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.05, 'e': 0.04735892439114091}",20,0,24.88833196017868,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
123,False,"{'a': 0.05, 'e': 0.0461896283816801}",20,4,27.17867392968822,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.05, 'e': 0.0450492023935578}",25,15,11.560473947783123,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.05, 'e': 0.04393693362340742}",20,7,21.196565463774917,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
126,False,"{'a': 0.05, 'e': 0.042852126867040166}",30,12,26.166133151786475,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.05, 'e': 0.041794104084919896}",20,10,21.20365166633534,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.05, 'e': 0.04076220397836621}",25,7,34.37641827520753,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.05, 'e': 0.039755781576221304}",25,18,12.910107257450282,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.05, 'e': 0.03877420783172201}",25,18,14.147916618649573,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.05, 'e': 0.03781686922932507}",25,13,9.306619264734387,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
132,False,"{'a': 0.05, 'e': 0.036883167401239994}",25,0,24.193978519919995,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
133,False,"{'a': 0.05, 'e': 0.035972518753429654}",35,9,38.07368411761085,"{0: 25, 1: 1, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.05, 'e': 0.035084354100845025}",20,9,21.066795315160007,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.05, 'e': 0.03421811831166603}",20,2,33.3660185424886,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.05, 'e': 0.033373269960326066}",30,13,5.421375283081128,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
137,False,"{'a': 0.05, 'e': 0.03254928098910342}",20,16,9.858304718897823,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.05, 'e': 0.03174563637806794}",25,6,31.569204921998697,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.05, 'e': 0.030961833823176882}",25,16,16.12473319645384,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.05, 'e': 0.0301973834223185}",25,1,38.370402269555264,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.05, 'e': 0.02945180736910728}",35,1,51.566257182127245,"{0: 34, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.05, 'e': 0.028724639654239423}",20,16,8.789831055521073,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.05, 'e': 0.028015425774221808}",20,0,32.68674960636247,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
144,False,"{'a': 0.05, 'e': 0.02732372244729256}",20,1,33.56216411296007,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.05, 'e': 0.026649097336355485}",25,11,24.873699102368114,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.05, 'e': 0.025991128778755333}",25,0,39.96486691474783,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.05, 'e': 0.02534940552272493}",30,22,12.848166092131704,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.05, 'e': 0.024723526470339388}",20,0,29.01765842655459,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
149,False,"{'a': 0.05, 'e': 0.024113100426816865}",30,2,29.588899853474746,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 0}",1
150,False,"{'a': 0.05, 'e': 0.023517745856009107}",20,3,24.449261157194833,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.05, 'e': 0.02293709064192892}",25,2,33.63518619283173,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.05, 'e': 0.02237077185616559}",25,4,34.87227694085196,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.05, 'e': 0.021818435531042762}",20,4,30.863373682222004,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.05, 'e': 0.02127973643837717}",20,8,19.04134845978229,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.05, 'e': 0.020754337873699742}",20,1,31.590269701052307,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.05, 'e': 0.02024191144580438}",20,0,25.513790161266485,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
157,False,"{'a': 0.05, 'e': 0.019742136871492774}",20,7,7.3704083202021105,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
158,False,"{'a': 0.05, 'e': 0.01925470177538692}",30,19,17.253851154224996,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.05, 'e': 0.0187793014946844}",25,0,28.805716924395803,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
160,False,"{'a': 0.05, 'e': 0.01831563888873418}",20,9,20.595978936067404,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.05, 'e': 0.017863424153314034}",20,10,18.63995468864185,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.05, 'e': 0.017422374639493515}",20,6,26.08931844167324,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.05, 'e': 0.016992214676969066}",25,13,20.29436280690785,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.05, 'e': 0.016572675401761237}",20,10,15.288416175213644,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.05, 'e': 0.016163494588165874}",20,10,16.261848406925864,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.05, 'e': 0.015764416484854486}",20,12,14.577407381157775,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.05, 'e': 0.015375191655021433}",20,0,24.6897251648195,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.05, 'e': 0.014995576820477703}",30,12,26.416286819590095,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.05, 'e': 0.014625334709594208}",30,3,39.53972692077752,"{0: 26, 1: 1, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.05, 'e': 0.014264233908999256}",25,15,16.84496002885911,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.05, 'e': 0.01391204871893762}",20,8,22.39367159946911,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.05, 'e': 0.013568559012200934}",25,8,27.40896921875841,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.05, 'e': 0.013233550096540928}",20,12,15.356711702853291,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.05, 'e': 0.012906812580479862}",20,3,21.420240919808357,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.05, 'e': 0.012588142242433998}",25,0,31.624566446975752,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
176,False,"{'a': 0.05, 'e': 0.012277339903068436}",20,7,25.37932078103926,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.05, 'e': 0.011974211300803622}",35,22,23.40255808176102,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.05, 'e': 0.011678566970395442}",20,0,26.647458002501484,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
179,False,"{'a': 0.05, 'e': 0.011390222124513367}",20,3,22.720850439594788,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.05, 'e': 0.011108996538242306}",20,0,29.936657839791252,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
181,False,"{'a': 0.05, 'e': 0.010834714436436152}",25,3,34.8169533761458,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.05, 'e': 0.010567204383852655}",25,8,27.588145510377814,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.05, 'e': 0.01030629917800074}",30,20,17.127718926133365,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.05, 'e': 0.010051835744633576}",25,9,31.65783669532717,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.05, 'e': 0.009803655035821828}",25,0,32.198656848782065,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
